cluster_id_label,supertype_id_label,subclass_id_label,cluster_markers_combo,cluster_markers_combo_(within_subclass),clusterName,marker_1,f_score_1,marker_2,f_score_2,marker_3,f_score_3,cxg_dataset_title
4814 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['Foxd3', 'Moxd1', 'Pax8']",['Moxd1'],4814 PRP Otp Gly-Gaba_1,Moxd1,0.7843137254901962,,,,,WMB_abc_atlas_access
4815 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['Cox4i2', 'Crhr2', 'Slc6a5']",['Crhr2'],4815 PRP Otp Gly-Gaba_1,Crhr2,0.6333333333333332,,,,,WMB_abc_atlas_access
4816 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['Foxd3', 'Serpina9', 'P2ry1']","['Col4a5', 'Chrnb4']",4816 PRP Otp Gly-Gaba_1,Col4a5,0.325077399380805,,,,,WMB_abc_atlas_access
4817 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['Foxd3', 'Sox6', 'Crabp1', 'En1']","['Sox6', 'Crabp1']",4817 PRP Otp Gly-Gaba_1,Sox6,0.4232804232804233,,,,,WMB_abc_atlas_access
4818 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['Foxd3', 'Frem3', 'Hmcn1']","['Gbx2', 'Frem3']",4818 PRP Otp Gly-Gaba_1,Frem3,0.4,,,,,WMB_abc_atlas_access
4819 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['Foxd3', 'Hs3st3b1', 'Chst9', 'Hoxb5']","['Hoxb5', 'Crabp1']",4819 PRP Otp Gly-Gaba_1,Hoxb5,0.2258566978193146,,,,,WMB_abc_atlas_access
4820 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['Foxd3', 'Svep1', 'Pax2']","['Gdf10', 'Foxd3']",4820 PRP Otp Gly-Gaba_1,Foxd3,0.37313432835820887,,,,,WMB_abc_atlas_access
4821 PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,283 PRP Otp Gly-Gaba,"['6430710C18Rik', 'Hhip']",['6430710C18Rik'],4821 PRP Otp Gly-Gaba_1,6430710C18Rik,0.821917808219178,,,,,WMB_abc_atlas_access
4822 PRP Otp Gly-Gaba_2,1084 PRP Otp Gly-Gaba_2,283 PRP Otp Gly-Gaba,"['Wnt16', 'Otp', 'Vcan']","['Wnt16', 'Tacr1']",4822 PRP Otp Gly-Gaba_2,Wnt16,0.4545454545454545,,,,,WMB_abc_atlas_access
4823 PRP Otp Gly-Gaba_2,1084 PRP Otp Gly-Gaba_2,283 PRP Otp Gly-Gaba,"['Gm4881', 'Gbx1', 'Cd24a']",['Sall3'],4823 PRP Otp Gly-Gaba_2,Sall3,0.8823529411764706,,,,,WMB_abc_atlas_access
4824 PRP Otp Gly-Gaba_2,1084 PRP Otp Gly-Gaba_2,283 PRP Otp Gly-Gaba,"['Colq', 'Npy2r', 'Hhip']","['Prrxl1', 'Crabp1', 'Chrm2']",4824 PRP Otp Gly-Gaba_2,Prrxl1,0.34146341463414637,,,,,WMB_abc_atlas_access
4825 PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,283 PRP Otp Gly-Gaba,"['Colq', 'D930028M14Rik', 'Slc6a5', 'Irx3']","['Tgfbr2', 'Onecut1']",4825 PRP Otp Gly-Gaba_3,Tgfbr2,0.5582524271844661,,,,,WMB_abc_atlas_access
4826 PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,283 PRP Otp Gly-Gaba,"['Pax8', 'Irx3', 'Cntnap3', 'Hoxd3']","['Cntnap3', 'Irx3']",4826 PRP Otp Gly-Gaba_3,Cntnap3,0.3513513513513513,Irx3,0.10273972602739725,,,WMB_abc_atlas_access
4827 PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,283 PRP Otp Gly-Gaba,"['Crh', 'Hmx2', 'Tril']","['Gldn', 'Cartpt']",4827 PRP Otp Gly-Gaba_3,Gldn,0.5084745762711863,,,,,WMB_abc_atlas_access
4828 PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,283 PRP Otp Gly-Gaba,"['Colq', 'Otp', 'Crh', 'Cbln2']","['Rbp4', 'Cbln2']",4828 PRP Otp Gly-Gaba_3,Rbp4,0.2145922746781116,,,,,WMB_abc_atlas_access
4829 PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,283 PRP Otp Gly-Gaba,"['Pax8', 'Colq', 'Cntnap3', 'Car8']","['Cntnap3', 'Hoxb4']",4829 PRP Otp Gly-Gaba_3,Cntnap3,0.361271676300578,Hoxb4,0.15406162464985995,,,WMB_abc_atlas_access
4830 PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,283 PRP Otp Gly-Gaba,"['Pappa2', 'Slc6a5', 'Asb4', 'Otp']","['Asb4', 'Onecut1']",4830 PRP Otp Gly-Gaba_3,Asb4,0.2891156462585034,,,,,WMB_abc_atlas_access
4831 PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,283 PRP Otp Gly-Gaba,"['Mecom', 'Otp', 'Hmx2', 'Pax8']","['Mecom', 'Pax8']",4831 PRP Otp Gly-Gaba_3,Mecom,0.5044843049327354,,,,,WMB_abc_atlas_access
4832 PRP Otp Gly-Gaba_4,1086 PRP Otp Gly-Gaba_4,283 PRP Otp Gly-Gaba,"['Onecut3', 'Pax8', 'Mctp2']",['Mctp2'],4832 PRP Otp Gly-Gaba_4,Mctp2,0.7624113475177304,,,,,WMB_abc_atlas_access
4833 PRP Otp Gly-Gaba_4,1086 PRP Otp Gly-Gaba_4,283 PRP Otp Gly-Gaba,"['Ngfr', 'Onecut3', 'Pax8']",['Ctxn3'],4833 PRP Otp Gly-Gaba_4,Ctxn3,0.7999999999999999,,,,,WMB_abc_atlas_access
4834 PRP Otp Gly-Gaba_4,1086 PRP Otp Gly-Gaba_4,283 PRP Otp Gly-Gaba,"['Gm4881', 'Npy']",['Nr4a2'],4834 PRP Otp Gly-Gaba_4,Nr4a2,0.9756097560975608,,,,,WMB_abc_atlas_access
4835 PRP Otp Gly-Gaba_4,1086 PRP Otp Gly-Gaba_4,283 PRP Otp Gly-Gaba,"['Onecut3', 'Slc6a5', 'Adamts12', 'Otp']",['Adamts12'],4835 PRP Otp Gly-Gaba_4,Adamts12,0.662251655629139,,,,,WMB_abc_atlas_access
4836 PRP Otp Gly-Gaba_4,1086 PRP Otp Gly-Gaba_4,283 PRP Otp Gly-Gaba,"['Mecom', 'Fst', 'Kcnh8']","['Fst', 'Kcnh8']",4836 PRP Otp Gly-Gaba_4,Fst,0.5898876404494382,,,,,WMB_abc_atlas_access
4837 PRP Otp Gly-Gaba_4,1086 PRP Otp Gly-Gaba_4,283 PRP Otp Gly-Gaba,"['ETV3L', 'Nxph2']",['ETV3L'],4837 PRP Otp Gly-Gaba_4,ETV3L,0.7458563535911603,,,,,WMB_abc_atlas_access
4838 PRP Otp Gly-Gaba_5,1087 PRP Otp Gly-Gaba_5,283 PRP Otp Gly-Gaba,"['9130008F23Rik', 'Otp', 'Nxph4']",['9130008F23Rik'],4838 PRP Otp Gly-Gaba_5,9130008F23Rik,0.6666666666666666,,,,,WMB_abc_atlas_access
4839 PRP Otp Gly-Gaba_5,1087 PRP Otp Gly-Gaba_5,283 PRP Otp Gly-Gaba,"['Corin', 'C1ql2', 'Ngfr']","['Corin', 'Adamts19']",4839 PRP Otp Gly-Gaba_5,Corin,0.4679802955665024,,,,,WMB_abc_atlas_access
4840 PRP Otp Gly-Gaba_5,1087 PRP Otp Gly-Gaba_5,283 PRP Otp Gly-Gaba,"['Mgam', 'Corin']","['Tnc', 'L3mbtl4']",4840 PRP Otp Gly-Gaba_5,Tnc,0.6140350877192983,L3mbtl4,0.2536231884057971,,,WMB_abc_atlas_access
4841 PRP Otp Gly-Gaba_5,1087 PRP Otp Gly-Gaba_5,283 PRP Otp Gly-Gaba,"['Hmcn2', 'Cyp26b1', 'St18']","['Tnc', 'St18']",4841 PRP Otp Gly-Gaba_5,Tnc,0.4184549356223176,St18,0.3846153846153845,,,WMB_abc_atlas_access
4842 PRP Otp Gly-Gaba_5,1087 PRP Otp Gly-Gaba_5,283 PRP Otp Gly-Gaba,"['Mgam', 'Galr1', 'Hoxb4']","['Mgam', 'Trpc5', 'Hoxb4']",4842 PRP Otp Gly-Gaba_5,Mgam,0.4230769230769231,,,,,WMB_abc_atlas_access
4843 PRP Otp Gly-Gaba_5,1087 PRP Otp Gly-Gaba_5,283 PRP Otp Gly-Gaba,"['Chrnb4', 'Tnfrsf11b', 'Otp', 'Syt2']","['Unc5b', 'Chrnb4']",4843 PRP Otp Gly-Gaba_5,Unc5b,0.20689655172413796,,,,,WMB_abc_atlas_access
4844 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,1088 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba,"['Ikzf1', 'Prrxl1', 'Cntnap5b']",['Cntnap5b'],4844 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,Cntnap5b,0.9150326797385621,,,,,WMB_abc_atlas_access
4845 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,1088 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba,"['Ikzf1', 'Chrnb4', 'Hoxa5']",['Chrnb4'],4845 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,Chrnb4,0.6862745098039215,,,,,WMB_abc_atlas_access
4846 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,1088 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba,"['Ikzf1', 'Prrxl1', 'Tac1']",['Tac1'],4846 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,Tac1,0.8944954128440368,,,,,WMB_abc_atlas_access
4847 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Pth2r', 'Pax2', 'Satb2']","['Satb2', 'Pax5']",4847 MY Lhx1 Gly-Gaba_1,Satb2,0.5978260869565216,,,,,WMB_abc_atlas_access
4848 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Sox14', 'Slc6a5', 'Gdpd2']","['Sox14', 'Mab21l2']",4848 MY Lhx1 Gly-Gaba_1,Sox14,0.5063291139240507,,,,,WMB_abc_atlas_access
4849 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Gm5294', 'Tfap2b']","['Gm5294', 'Tfap2b']",4849 MY Lhx1 Gly-Gaba_1,Tfap2b,0.5454545454545455,Gm5294,0.35971223021582727,,,WMB_abc_atlas_access
4850 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Slc6a5', 'Col12a1', 'Gata3', 'Hoxd4']","['Col12a1', 'Gata3']",4850 MY Lhx1 Gly-Gaba_1,Col12a1,0.4166666666666667,,,,,WMB_abc_atlas_access
4851 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Otp', 'Plcd4', 'Npas1', 'Tmem132c']","['Ddo', 'Otp']",4851 MY Lhx1 Gly-Gaba_1,Ddo,0.38461538461538464,,,,,WMB_abc_atlas_access
4852 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Nr4a2', '9530026P05Rik', 'Slc6a5']","['Nr4a2', 'Calb1', 'Pax8']",4852 MY Lhx1 Gly-Gaba_1,Calb1,0.6097560975609756,,,,,WMB_abc_atlas_access
4853 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Otp', 'Serpinb1b', 'Slc6a5', 'Penk']","['Otp', 'Serpinb1b', 'Kctd8']",4853 MY Lhx1 Gly-Gaba_1,Serpinb1b,0.12626262626262627,,,,,WMB_abc_atlas_access
4854 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Scn4b', 'G630016G05Rik', 'Tox3']","['Scn4b', 'Myh7', 'Mab21l1', 'Dgkk', 'Bcl11b', 'Col19a1', '9330158H04Rik', 'Cacng3']",4854 MY Lhx1 Gly-Gaba_1,Scn4b,0.07007007007007006,,,,,WMB_abc_atlas_access
4855 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Onecut3', 'Gbx2', 'Mctp2']","['Gstm6', 'Lbx1']",4855 MY Lhx1 Gly-Gaba_1,Gstm6,0.15193370165745856,,,,,WMB_abc_atlas_access
4856 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Fibcd1', 'Otp', 'Nell1']","['Fibcd1', 'Otp', 'Galr1']",4856 MY Lhx1 Gly-Gaba_1,Fibcd1,0.42857142857142866,,,,,WMB_abc_atlas_access
4857 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Cfap299', 'Gbx2', 'Sst']","['Cfap299', 'Otp']",4857 MY Lhx1 Gly-Gaba_1,Cfap299,0.18518518518518517,,,,,WMB_abc_atlas_access
4858 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Gm16294', 'Nxph2', 'Irx2']","['Gm16294', 'Nxph2']",4858 MY Lhx1 Gly-Gaba_1,Gm16294,0.4494382022471911,,,,,WMB_abc_atlas_access
4859 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Mecom', 'C1ql4', 'Lbx1']","['Adamtsl3', 'D930028M14Rik']",4859 MY Lhx1 Gly-Gaba_1,Adamtsl3,0.5737704918032787,,,,,WMB_abc_atlas_access
4860 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Art4', 'Glp1r']","['Art4', 'Glp1r']",4860 MY Lhx1 Gly-Gaba_1,Art4,0.5194805194805195,,,,,WMB_abc_atlas_access
4861 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Gm12022', 'Foxd3', 'Gm12128']","['Gm12022', 'Gm12128']",4861 MY Lhx1 Gly-Gaba_1,Gm12022,0.625,,,,,WMB_abc_atlas_access
4862 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Pappa2', 'Slc6a5', 'En1', 'Otp']","['Efemp1', 'Pax5']",4862 MY Lhx1 Gly-Gaba_1,Efemp1,0.21739130434782608,,,,,WMB_abc_atlas_access
4863 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Gata2', 'Gxylt2', 'Nxph4', 'Grin2a']","['Gxylt2', 'Stk32b', 'Gata3']",4863 MY Lhx1 Gly-Gaba_1,Gxylt2,0.48672566371681425,,,,,WMB_abc_atlas_access
4864 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Gata3', 'Npas1', 'Scn4b', 'En1']","['Emx2os', 'Il1rapl2']",4864 MY Lhx1 Gly-Gaba_1,Emx2os,0.2850877192982456,,,,,WMB_abc_atlas_access
4865 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['9030622O22Rik', 'Npas1', 'Plpp4', 'Penk']",['9030622O22Rik'],4865 MY Lhx1 Gly-Gaba_1,9030622O22Rik,0.8602150537634409,,,,,WMB_abc_atlas_access
4866 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Slc6a5', 'Sox1ot', 'Npy1r', 'Hoxc4']","['Sox1ot', 'Slc6a5']",4866 MY Lhx1 Gly-Gaba_1,Sox1ot,0.5654761904761904,,,,,WMB_abc_atlas_access
4867 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Gm3985', 'Nkx6-1']",['Prom1'],4867 MY Lhx1 Gly-Gaba_1,Prom1,0.6956521739130435,,,,,WMB_abc_atlas_access
4868 PGRN-PARN-MDRN Hoxb5 Glut_7,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,243 PGRN-PARN-MDRN Hoxb5 Glut,"['Lhx3', 'Htr1d', 'C1ql4']","['Prph', 'Hsd17b2']",4868 PGRN-PARN-MDRN Hoxb5 Glut_7,Prph,0.4054054054054054,,,,,WMB_abc_atlas_access
4869 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['Olfr48', 'Nr5a2']",['Ano2'],4869 MY Lhx1 Gly-Gaba_1,Ano2,0.7203389830508475,,,,,WMB_abc_atlas_access
4870 MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,285 MY Lhx1 Gly-Gaba,"['C1qtnf3', 'Hmx2', 'Slc6a5']",['Hmx2'],4870 MY Lhx1 Gly-Gaba_1,Hmx2,0.42635658914728675,,,,,WMB_abc_atlas_access
4871 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Crabp1', 'En1', 'Sst', 'Gbx2']","['Sp9', 'Glp1r']",4871 MY Lhx1 Gly-Gaba_2,Glp1r,0.3571428571428572,Sp9,0.1527777777777778,,,WMB_abc_atlas_access
4872 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Hoxb6', 'Sp9', 'Pax8']",['Gal'],4872 MY Lhx1 Gly-Gaba_2,Gal,0.7142857142857143,,,,,WMB_abc_atlas_access
4873 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Pax2', 'Sncg', 'Spon1', 'Prkg2']","['Ebf1', 'Sncg', 'Pnoc', 'Spon1', 'Pax2', 'Prkg2']",4873 MY Lhx1 Gly-Gaba_2,Ebf1,0.15748031496062992,,,,,WMB_abc_atlas_access
4874 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Megf11', 'Hoxb5', 'Dach2']","['Otp', 'Megf11', 'Dach2']",4874 MY Lhx1 Gly-Gaba_2,Dach2,0.5597014925373134,,,,,WMB_abc_atlas_access
4875 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Mafa', 'Crhbp']","['Scube2', 'Hoxb5']",4875 MY Lhx1 Gly-Gaba_2,Scube2,0.42763157894736836,,,,,WMB_abc_atlas_access
4876 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Unc5b', 'Fras1', 'Chrm3']","['Unc5b', 'Pax8']",4876 MY Lhx1 Gly-Gaba_2,Unc5b,0.5434782608695652,,,,,WMB_abc_atlas_access
4877 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Nkx6-1', 'Colq', 'Adamts19', 'Hoxc4']","['Nkx6-1', 'Colq', 'Necab1']",4877 MY Lhx1 Gly-Gaba_2,Colq,0.37037037037037035,,,,,WMB_abc_atlas_access
4878 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Nkx6-1', 'Colq', 'Tcf7l2', 'Slc6a5']","['Nkx6-1', 'Sfrp2', 'Nxph2']",4878 MY Lhx1 Gly-Gaba_2,Nkx6-1,0.14393939393939392,,,,,WMB_abc_atlas_access
4879 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Otp', 'Neurod2', 'Ppfibp2', 'Hs3st4']","['Neurod2', 'Bhlhe22', 'Nxph4']",4879 MY Lhx1 Gly-Gaba_2,Bhlhe22,0.14754098360655737,,,,,WMB_abc_atlas_access
4880 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Onecut3', 'Pax8', 'Hoxb5']","['Onecut3', 'Pax8', 'Hoxb5']",4880 MY Lhx1 Gly-Gaba_2,Onecut3,0.18169582772543744,,,,,WMB_abc_atlas_access
4881 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Hoxa5', 'Otp', 'Col24a1']","['Hmcn1', 'Glp1r']",4881 MY Lhx1 Gly-Gaba_2,Glp1r,0.32653061224489793,Hmcn1,0.13687600644122383,,,WMB_abc_atlas_access
4882 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Nr5a2', 'Spp1']","['Nr5a2', 'Piezo2']",4882 MY Lhx1 Gly-Gaba_2,Nr5a2,0.5121951219512195,,,,,WMB_abc_atlas_access
4883 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Colq', 'Chrdl1', 'Npr3', 'Hoxa5']","['Chrdl1', 'Otp', 'Pax8']",4883 MY Lhx1 Gly-Gaba_2,Chrdl1,0.4545454545454545,,,,,WMB_abc_atlas_access
4884 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Gm1968', 'Pax5', 'Hoxb5']","['Moxd1', 'Gm1968']",4884 MY Lhx1 Gly-Gaba_2,Moxd1,0.3345724907063197,,,,,WMB_abc_atlas_access
4885 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Gm31121', 'Npy2r']","['1700017N19Rik', 'Npy2r']",4885 MY Lhx1 Gly-Gaba_2,1700017N19Rik,0.39106145251396646,,,,,WMB_abc_atlas_access
4886 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Mecom', 'Crh']",['Xirp2'],4886 MY Lhx1 Gly-Gaba_2,Xirp2,0.6962025316455696,,,,,WMB_abc_atlas_access
4887 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Dmrt3', 'Cd36']","['Cd36', 'Dmrt3']",4887 MY Lhx1 Gly-Gaba_2,Cd36,0.6375838926174497,,,,,WMB_abc_atlas_access
4888 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Foxd3', 'Kl', 'Hhip']","['Kl', 'Foxd3']",4888 MY Lhx1 Gly-Gaba_2,Foxd3,0.4545454545454545,,,,,WMB_abc_atlas_access
4889 MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Sp9', 'Ngfr', 'Npy2r']","['Sp9', 'Otp']",4889 MY Lhx1 Gly-Gaba_2,Sp9,0.3695150115473441,,,,,WMB_abc_atlas_access
4890 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Pax8', 'Maf', 'Lncenc1', 'Mpped2']","['Maf', 'Lncenc1', 'Adra2c', 'Fam81a']",4890 MY Lhx1 Gly-Gaba_3,Maf,0.7142857142857143,,,,,WMB_abc_atlas_access
4891 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Irx4', 'Hs3st3b1', 'Pax8', 'Tfap2a']","['Chrm1', 'Irx4']",4891 MY Lhx1 Gly-Gaba_3,Chrm1,0.425531914893617,,,,,WMB_abc_atlas_access
4892 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Ikzf1', 'Irx4', 'A330008L17Rik', 'Slc6a5']","['Ikzf1', 'Hs3st3b1', 'Grm8']",4892 MY Lhx1 Gly-Gaba_3,Ikzf1,0.24390243902439024,Hs3st3b1,0.10683760683760683,,,WMB_abc_atlas_access
4893 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Irx4', 'Skor1', '9330158H04Rik']","['Skor1', 'Irx4', 'Mab21l2']",4893 MY Lhx1 Gly-Gaba_3,Irx4,0.10135135135135137,,,,,WMB_abc_atlas_access
4894 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Ikzf1', 'Defb1']",['Defb1'],4894 MY Lhx1 Gly-Gaba_3,Defb1,0.4854368932038835,,,,,WMB_abc_atlas_access
4895 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Tcaf2', 'Slc6a5', 'Irx4', 'Pou6f2']","['Tcaf2', 'Hcrtr2']",4895 MY Lhx1 Gly-Gaba_3,Tcaf2,0.6060606060606062,,,,,WMB_abc_atlas_access
4896 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Irx4', 'Agtr1a', 'Ghsr']","['Cd40', 'Irx4']",4896 MY Lhx1 Gly-Gaba_3,Cd40,0.4794520547945205,,,,,WMB_abc_atlas_access
4897 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Prrxl1', 'Rxfp3', 'Kcnj16']","['Prrxl1', 'Rxfp3']",4897 MY Lhx1 Gly-Gaba_3,Prrxl1,0.8783783783783786,,,,,WMB_abc_atlas_access
4898 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Skor1', 'Gm39185', 'Hs3st3b1', 'Igfbpl1']","['Igfbpl1', 'Htr2c']",4898 MY Lhx1 Gly-Gaba_3,Igfbpl1,0.42993630573248404,Htr2c,0.09259259259259259,,,WMB_abc_atlas_access
4899 MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,285 MY Lhx1 Gly-Gaba,"['Skor1', 'Prokr2', 'Tfap2a']","['Igfbpl1', 'Frzb']",4899 MY Lhx1 Gly-Gaba_3,Igfbpl1,0.6395348837209303,Frzb,0.551948051948052,,,WMB_abc_atlas_access
